customer_id,region,age_group,gender,last_order_date,total_orders,days_inactive,churn_status
18199,Europe,45-54,Female,2010-01-25,1,683,Churned
12439,Europe,45-54,Male,2010-01-26,2,682,Churned
15959,Europe,35-44,Female,2010-01-26,3,682,Churned
16481,Europe,35-44,Female,2010-01-26,1,682,Churned
12869,Europe,18-24,Female,2010-01-27,1,681,Churned
16051,Europe,35-44,Female,2010-01-27,1,681,Churned
14613,Europe,45-54,Female,2010-01-28,1,680,Churned
14831,Europe,35-44,Male,2010-01-28,3,680,Churned
16137,Europe,35-44,Female,2010-01-28,1,680,Churned
17982,Europe,25-34,Female,2010-01-28,1,680,Churned
15487,Europe,35-44,Male,2010-01-29,1,679,Churned
16673,Europe,55+,Female,2010-01-29,1,679,Churned
16802,Europe,18-24,Female,2010-01-29,2,679,Churned
13392,Europe,45-54,Female,2010-01-31,1,677,Churned
14637,Europe,45-54,Female,2010-01-31,1,677,Churned
15317,Europe,25-34,Other,2010-01-31,1,677,Churned
15338,Europe,45-54,Female,2010-01-31,1,677,Churned
15588,Europe,55+,Female,2010-01-31,1,677,Churned
13511,Europe,35-44,Female,2010-02-01,1,676,Churned
13628,Europe,18-24,Male,2010-02-01,1,676,Churned
12848,Europe,25-34,Female,2010-02-02,1,675,Churned
18175,Europe,55+,Female,2010-02-02,1,675,Churned
12396,Africa,25-34,Female,2010-02-03,1,674,Churned
13553,Europe,55+,Female,2010-02-03,1,674,Churned
13757,Europe,35-44,Male,2010-02-03,1,674,Churned
14545,Europe,25-34,Male,2010-02-03,1,674,Churned
14151,Europe,45-54,Female,2010-02-04,2,673,Churned
17328,Europe,45-54,Female,2010-02-04,1,673,Churned
13009,Europe,35-44,Male,2010-02-05,1,672,Churned
13234,Europe,18-24,Female,2010-02-05,2,672,Churned
18267,Europe,45-54,Female,2010-02-05,1,672,Churned
16082,Europe,45-54,Male,2010-02-07,1,670,Churned
14884,Europe,35-44,Female,2010-02-08,1,669,Churned
15892,Europe,35-44,Female,2010-02-08,1,669,Churned
17294,Europe,25-34,Female,2010-02-08,2,669,Churned
17319,Europe,55+,Female,2010-02-08,1,669,Churned
18070,Europe,18-24,Male,2010-02-08,1,669,Churned
13119,Europe,25-34,Female,2010-02-09,1,668,Churned
15082,Europe,25-34,Male,2010-02-09,1,668,Churned
16436,Europe,45-54,Female,2010-02-09,3,668,Churned
16530,Europe,25-34,Female,2010-02-09,1,668,Churned
17810,Europe,45-54,Female,2010-02-09,2,668,Churned
12776,Europe,18-24,Male,2010-02-10,1,667,Churned
13442,Europe,55+,Male,2010-02-10,3,667,Churned
15176,Europe,45-54,Male,2010-02-10,1,667,Churned
17575,Europe,35-44,Female,2010-02-10,1,667,Churned
17780,Europe,35-44,Female,2010-02-10,3,667,Churned
14072,Europe,25-34,Male,2010-02-11,1,666,Churned
14190,Europe,18-24,Male,2010-02-11,1,666,Churned
15765,Europe,25-34,Female,2010-02-11,1,666,Churned
16577,Europe,25-34,Female,2010-02-11,1,666,Churned
15293,Europe,18-24,Female,2010-02-12,1,665,Churned
14943,Europe,25-34,Female,2010-02-14,1,663,Churned
15964,Europe,18-24,Female,2010-02-14,1,663,Churned
17108,Europe,55+,Male,2010-02-14,1,663,Churned
15359,Europe,55+,Female,2010-02-15,8,662,Churned
15371,Europe,18-24,Female,2010-02-15,1,662,Churned
17136,Europe,35-44,Female,2010-02-15,1,662,Churned
14989,Europe,25-34,Male,2010-02-16,1,661,Churned
15662,Europe,18-24,Male,2010-02-16,2,661,Churned
17662,Europe,25-34,Male,2010-02-16,2,661,Churned
17778,Europe,18-24,Male,2010-02-16,1,661,Churned
14244,Europe,25-34,Female,2010-02-17,1,660,Churned
18285,Europe,25-34,Female,2010-02-17,1,660,Churned
14783,Europe,35-44,Other,2010-02-18,1,659,Churned
15693,Europe,35-44,Female,2010-02-18,1,659,Churned
17721,Europe,25-34,Male,2010-02-18,1,659,Churned
18153,Europe,18-24,Female,2010-02-18,1,659,Churned
13191,Europe,25-34,Female,2010-02-19,1,658,Churned
13604,Europe,35-44,Female,2010-02-19,1,658,Churned
12416,Asia-Pacific,18-24,Male,2010-02-21,1,656,Churned
14602,Europe,25-34,Male,2010-02-21,1,656,Churned
15928,Europe,55+,Female,2010-02-21,1,656,Churned
17195,Europe,45-54,Female,2010-02-22,1,655,Churned
17439,Europe,25-34,Female,2010-02-22,1,655,Churned
13490,Europe,55+,Female,2010-02-23,1,654,Churned
14091,Europe,18-24,Female,2010-02-23,2,654,Churned
14558,Europe,45-54,Female,2010-02-23,3,654,Churned
14726,Europe,25-34,Male,2010-02-23,1,654,Churned
15295,Europe,45-54,Male,2010-02-23,1,654,Churned
13469,Europe,18-24,Female,2010-02-24,1,653,Churned
13765,Europe,25-34,Female,2010-02-24,1,653,Churned
13944,Europe,35-44,Female,2010-02-24,1,653,Churned
16388,Europe,45-54,Other,2010-02-24,1,653,Churned
14402,Europe,35-44,Male,2010-02-25,1,652,Churned
16118,Europe,55+,Male,2010-02-25,1,652,Churned
17207,Europe,55+,Female,2010-02-25,1,652,Churned
15477,Europe,45-54,Male,2010-02-28,1,649,Churned
15943,Europe,45-54,Female,2010-02-28,2,649,Churned
17209,Europe,25-34,Female,2010-02-28,3,649,Churned
18046,Europe,35-44,Male,2010-02-28,1,649,Churned
14131,Europe,55+,Male,2010-03-01,1,648,Churned
16273,Europe,25-34,Male,2010-03-01,2,648,Churned
16731,Europe,25-34,Female,2010-03-01,1,648,Churned
17116,Europe,35-44,Female,2010-03-01,1,648,Churned
17305,Europe,55+,Female,2010-03-01,1,648,Churned
15927,Europe,25-34,Male,2010-03-02,1,647,Churned
17638,Europe,55+,Male,2010-03-02,2,647,Churned
13793,Europe,55+,Male,2010-03-03,1,646,Churned
15875,Europe,45-54,Female,2010-03-03,1,646,Churned
16285,Europe,35-44,Male,2010-03-03,1,646,Churned
18148,Europe,55+,Female,2010-03-03,1,646,Churned
18152,Europe,25-34,Female,2010-03-03,1,646,Churned
13879,Europe,25-34,Female,2010-03-04,1,645,Churned
14018,Europe,35-44,Female,2010-03-04,1,645,Churned
17577,Europe,25-34,Female,2010-03-04,2,645,Churned
12568,Europe,35-44,Female,2010-03-05,1,644,Churned
15929,Europe,45-54,Female,2010-03-05,1,644,Churned
14369,Europe,35-44,Female,2010-03-07,2,642,Churned
15631,Europe,25-34,Other,2010-03-07,1,642,Churned
16534,Europe,45-54,Male,2010-03-07,1,642,Churned
18029,Europe,25-34,Female,2010-03-07,1,642,Churned
18253,Europe,55+,Female,2010-03-07,1,642,Churned
13454,Europe,35-44,Female,2010-03-08,1,641,Churned
16537,Europe,55+,Female,2010-03-08,1,641,Churned
17488,Europe,25-34,Female,2010-03-08,1,641,Churned
12495,Europe,35-44,Female,2010-03-09,1,640,Churned
13641,Europe,35-44,Male,2010-03-09,4,640,Churned
15250,Europe,25-34,Male,2010-03-09,1,640,Churned
17907,Europe,18-24,Female,2010-03-09,1,640,Churned
13413,Europe,35-44,Female,2010-03-10,6,639,Churned
15558,Europe,18-24,Female,2010-03-10,1,639,Churned
12954,Europe,25-34,Male,2010-03-11,1,638,Churned
12692,Europe,18-24,Male,2010-03-12,1,637,Churned
13724,Europe,35-44,Female,2010-03-12,1,637,Churned
15941,Europe,18-24,Female,2010-03-12,1,637,Churned
17065,Europe,35-44,Female,2010-03-12,2,637,Churned
13688,Europe,35-44,Female,2010-03-14,1,635,Churned
16911,Europe,35-44,Female,2010-03-14,2,635,Churned
13530,Europe,45-54,Female,2010-03-15,1,634,Churned
13543,Europe,25-34,Female,2010-03-15,2,634,Churned
18051,Europe,45-54,Male,2010-03-15,7,634,Churned
12366,Europe,35-44,Male,2010-03-16,1,633,Churned
14604,Europe,35-44,Male,2010-03-16,1,633,Churned
17568,Europe,35-44,Female,2010-03-16,1,633,Churned
13612,Europe,45-54,Female,2010-03-17,1,632,Churned
13902,Europe,45-54,Female,2010-03-17,5,632,Churned
17479,Europe,35-44,Male,2010-03-17,1,632,Churned
17933,Europe,35-44,Female,2010-03-17,1,632,Churned
13128,Europe,45-54,Female,2010-03-18,1,631,Churned
15496,Europe,35-44,Female,2010-03-18,1,631,Churned
18131,Europe,35-44,Male,2010-03-18,1,631,Churned
18187,Europe,25-34,Male,2010-03-18,1,631,Churned
16452,Europe,25-34,Male,2010-03-19,2,630,Churned
16508,Europe,35-44,Female,2010-03-19,1,630,Churned
12368,Europe,25-34,Female,2010-03-21,1,628,Churned
12796,Europe,25-34,Male,2010-03-21,1,628,Churned
16397,Europe,45-54,Female,2010-03-21,1,628,Churned
17285,Europe,35-44,Female,2010-03-21,2,628,Churned
17539,Europe,25-34,Female,2010-03-21,3,628,Churned
17587,Europe,35-44,Female,2010-03-21,1,628,Churned
17916,Europe,45-54,Female,2010-03-21,2,628,Churned
12533,Europe,25-34,Male,2010-03-22,2,627,Churned
14928,Europe,45-54,Female,2010-03-22,1,627,Churned
13445,Europe,35-44,Female,2010-03-23,1,626,Churned
14596,Europe,55+,Female,2010-03-23,1,626,Churned
16296,Europe,35-44,Female,2010-03-23,4,626,Churned
16578,Europe,18-24,Female,2010-03-23,1,626,Churned
16615,Europe,55+,Female,2010-03-23,1,626,Churned
16970,Europe,35-44,Female,2010-03-23,1,626,Churned
12742,Middle East,45-54,Female,2010-03-24,1,625,Churned
13896,Europe,25-34,Female,2010-03-24,1,625,Churned
16002,Europe,35-44,Female,2010-03-24,1,625,Churned
16077,Europe,25-34,Male,2010-03-24,1,625,Churned
16741,Europe,18-24,Female,2010-03-24,1,625,Churned
17072,Europe,45-54,Female,2010-03-24,1,625,Churned
12663,Europe,35-44,Female,2010-03-25,2,624,Churned
13459,Europe,35-44,Female,2010-03-25,2,624,Churned
15698,Europe,55+,Female,2010-03-25,1,624,Churned
16090,Europe,55+,Female,2010-03-25,1,624,Churned
14074,Europe,35-44,Male,2010-03-26,1,623,Churned
14330,Europe,35-44,Other,2010-03-26,1,623,Churned
15911,Europe,18-24,Female,2010-03-26,8,623,Churned
18166,Europe,25-34,Male,2010-03-26,1,623,Churned
13053,Europe,25-34,Female,2010-03-28,1,621,Churned
13825,Europe,35-44,Female,2010-03-28,2,621,Churned
14378,Europe,55+,Female,2010-03-28,1,621,Churned
14771,Europe,35-44,Male,2010-03-28,2,621,Churned
14809,Europe,35-44,Female,2010-03-28,2,621,Churned
15231,Europe,18-24,Female,2010-03-28,1,621,Churned
15848,Europe,35-44,Female,2010-03-28,1,621,Churned
12496,Europe,35-44,Male,2010-03-29,2,620,Churned
13412,Europe,55+,Female,2010-03-29,1,620,Churned
16502,Europe,25-34,Female,2010-03-29,2,620,Churned
12861,Europe,55+,Male,2010-03-30,1,619,Churned
15029,Europe,55+,Female,2010-03-30,1,619,Churned
15575,Europe,45-54,Male,2010-03-30,1,619,Churned
15742,Europe,45-54,Male,2010-03-30,1,619,Churned
17586,Europe,25-34,Male,2010-03-30,1,619,Churned
13179,Europe,45-54,Female,2010-03-31,1,618,Churned
13219,Europe,45-54,Male,2010-03-31,1,618,Churned
14706,Europe,25-34,Female,2010-03-31,1,618,Churned
16704,Europe,18-24,Male,2010-03-31,2,618,Churned
16845,Europe,35-44,Female,2010-03-31,1,618,Churned
14200,Europe,45-54,Male,2010-04-01,1,617,Churned
14694,Europe,45-54,Female,2010-04-01,1,617,Churned
17993,Europe,35-44,Female,2010-04-01,1,617,Churned
13071,Europe,25-34,Male,2010-04-06,1,612,Churned
14990,Europe,35-44,Male,2010-04-06,2,612,Churned
15770,Europe,35-44,Male,2010-04-06,1,612,Churned
17477,Europe,18-24,Female,2010-04-06,2,612,Churned
12711,Europe,35-44,Female,2010-04-07,2,611,Churned
13640,Europe,25-34,Female,2010-04-07,1,611,Churned
15112,Europe,18-24,Female,2010-04-07,1,611,Churned
16941,Europe,45-54,Male,2010-04-07,1,611,Churned
13163,Europe,35-44,Female,2010-04-08,1,610,Churned
13852,Europe,45-54,Male,2010-04-08,1,610,Churned
14160,Europe,35-44,Female,2010-04-08,7,610,Churned
15309,Europe,35-44,Female,2010-04-08,4,610,Churned
15613,Europe,25-34,Female,2010-04-08,1,610,Churned
17529,Europe,25-34,Male,2010-04-08,2,610,Churned
12786,Europe,35-44,Female,2010-04-09,1,609,Churned
13197,Europe,35-44,Female,2010-04-09,1,609,Churned
16944,Europe,25-34,Female,2010-04-09,1,609,Churned
18271,Europe,55+,Male,2010-04-09,2,609,Churned
13180,Europe,18-24,Female,2010-04-11,1,607,Churned
12671,Europe,25-34,Male,2010-04-12,1,606,Churned
14791,Europe,25-34,Male,2010-04-12,1,606,Churned
15546,Europe,35-44,Male,2010-04-12,2,606,Churned
12459,Europe,25-34,Female,2010-04-13,1,605,Churned
14172,Europe,18-24,Female,2010-04-13,3,605,Churned
15982,Europe,35-44,Female,2010-04-13,1,605,Churned
15771,Europe,25-34,Male,2010-04-14,3,604,Churned
17039,Europe,45-54,Female,2010-04-14,1,604,Churned
13287,Europe,25-34,Female,2010-04-15,3,603,Churned
13661,Europe,25-34,Female,2010-04-15,1,603,Churned
16840,Europe,18-24,Female,2010-04-15,2,603,Churned
17032,Europe,25-34,Female,2010-04-15,5,603,Churned
12969,Europe,35-44,Female,2010-04-16,1,602,Churned
15979,Europe,35-44,Male,2010-04-16,1,602,Churned
17626,Europe,25-34,Male,2010-04-16,1,602,Churned
17842,Europe,35-44,Female,2010-04-16,1,602,Churned
13286,Europe,18-24,Other,2010-04-18,1,600,Churned
14845,Europe,35-44,Female,2010-04-19,1,599,Churned
15273,Europe,25-34,Female,2010-04-19,1,599,Churned
15682,Europe,18-24,Female,2010-04-19,2,599,Churned
16548,Europe,35-44,Female,2010-04-19,1,599,Churned
17474,Europe,25-34,Male,2010-04-19,1,599,Churned
12780,Europe,35-44,Female,2010-04-20,1,598,Churned
12983,Europe,35-44,Female,2010-04-20,1,598,Churned
13042,Europe,35-44,Female,2010-04-20,3,598,Churned
14812,Europe,25-34,Female,2010-04-20,1,598,Churned
17825,Europe,35-44,Female,2010-04-20,4,598,Churned
18134,Europe,25-34,Male,2010-04-20,2,598,Churned
15455,Europe,18-24,Male,2010-04-21,1,597,Churned
17622,Europe,45-54,Female,2010-04-21,2,597,Churned
17681,Europe,25-34,Female,2010-04-21,5,597,Churned
13625,Europe,35-44,Male,2010-04-22,1,596,Churned
13698,Europe,25-34,Female,2010-04-22,2,596,Churned
13935,Europe,25-34,Male,2010-04-22,3,596,Churned
14556,Europe,45-54,Male,2010-04-22,3,596,Churned
14917,Europe,25-34,Female,2010-04-22,2,596,Churned
17057,Europe,45-54,Female,2010-04-22,1,596,Churned
17240,Europe,25-34,Female,2010-04-22,1,596,Churned
17729,Europe,35-44,Female,2010-04-22,1,596,Churned
15474,Europe,25-34,Female,2010-04-23,1,595,Churned
15548,Europe,25-34,Male,2010-04-23,1,595,Churned
16028,Europe,25-34,Female,2010-04-23,1,595,Churned
13609,Europe,25-34,Male,2010-04-25,1,593,Churned
16068,Europe,35-44,Male,2010-04-25,1,593,Churned
16585,Europe,35-44,Male,2010-04-25,2,593,Churned
18091,Europe,35-44,Female,2010-04-25,1,593,Churned
14677,Europe,18-24,Male,2010-04-26,1,592,Churned
14743,Europe,18-24,Female,2010-04-26,1,592,Churned
14773,Europe,35-44,Female,2010-04-26,1,592,Churned
14999,Europe,18-24,Female,2010-04-26,1,592,Churned
15586,Europe,45-54,Other,2010-04-26,3,592,Churned
17093,Europe,25-34,Female,2010-04-26,1,592,Churned
17959,Europe,18-24,Female,2010-04-26,1,592,Churned
12392,Asia-Pacific,35-44,Male,2010-04-27,1,591,Churned
14471,Europe,45-54,Male,2010-04-27,2,591,Churned
16267,Europe,45-54,Female,2010-04-27,1,591,Churned
16408,Europe,35-44,Female,2010-04-27,1,591,Churned
16543,Europe,35-44,Female,2010-04-27,1,591,Churned
16749,Europe,35-44,Female,2010-04-27,2,591,Churned
17185,Europe,55+,Female,2010-04-27,3,591,Churned
12698,Europe,35-44,Female,2010-04-28,1,590,Churned
13775,Europe,18-24,Female,2010-04-28,1,590,Churned
14724,Europe,18-24,Female,2010-04-28,1,590,Churned
17605,Europe,35-44,Female,2010-04-28,1,590,Churned
14650,Europe,45-54,Female,2010-04-29,1,589,Churned
15954,Europe,35-44,Female,2010-04-29,1,589,Churned
18111,Europe,35-44,Male,2010-04-29,1,589,Churned
14683,Europe,45-54,Male,2010-04-30,1,588,Churned
15818,Europe,25-34,Female,2010-04-30,1,588,Churned
15229,Europe,55+,Female,2010-05-02,1,586,Churned
16651,Europe,25-34,Female,2010-05-02,1,586,Churned
17565,Europe,55+,Male,2010-05-02,1,586,Churned
12503,Europe,55+,Female,2010-05-04,1,584,Churned
13039,Europe,25-34,Female,2010-05-04,4,584,Churned
13143,Europe,25-34,Female,2010-05-04,1,584,Churned
15391,Europe,25-34,Male,2010-05-04,1,584,Churned
18163,Europe,25-34,Female,2010-05-04,1,584,Churned
13393,Europe,45-54,Male,2010-05-05,4,583,Churned
15868,Europe,35-44,Female,2010-05-05,1,583,Churned
18028,Europe,55+,Male,2010-05-05,1,583,Churned
13175,Europe,35-44,Female,2010-05-06,2,582,Churned
13400,Europe,18-24,Female,2010-05-06,1,582,Churned
15591,Europe,25-34,Female,2010-05-06,3,582,Churned
17199,Europe,25-34,Female,2010-05-06,1,582,Churned
13830,Europe,35-44,Female,2010-05-07,1,581,Churned
14814,Europe,25-34,Other,2010-05-07,1,581,Churned
14826,Europe,35-44,Female,2010-05-07,2,581,Churned
17028,Europe,25-34,Other,2010-05-07,3,581,Churned
17225,Europe,35-44,Female,2010-05-07,1,581,Churned
17798,Europe,35-44,Female,2010-05-07,1,581,Churned
18254,Europe,35-44,Female,2010-05-07,1,581,Churned
13007,Europe,18-24,Female,2010-05-09,1,579,Churned
14678,Europe,18-24,Female,2010-05-09,1,579,Churned
13051,Europe,25-34,Female,2010-05-10,2,578,Churned
13407,Europe,35-44,Female,2010-05-10,3,578,Churned
14361,Europe,45-54,Female,2010-05-10,1,578,Churned
14588,Europe,55+,Female,2010-05-10,1,578,Churned
14941,Europe,25-34,Male,2010-05-10,1,578,Churned
17077,Europe,25-34,Female,2010-05-10,1,578,Churned
17563,Europe,18-24,Male,2010-05-10,2,578,Churned
18275,Europe,25-34,Male,2010-05-10,2,578,Churned
13222,Europe,35-44,Female,2010-05-11,1,577,Churned
13943,Europe,35-44,Male,2010-05-11,1,577,Churned
16487,Europe,25-34,Female,2010-05-11,2,577,Churned
12482,Europe,25-34,Female,2010-05-12,27,576,Churned
12905,Europe,45-54,Female,2010-05-12,2,576,Churned
13834,Europe,25-34,Female,2010-05-12,2,576,Churned
14391,Europe,18-24,Female,2010-05-12,1,576,Churned
14685,Europe,35-44,Female,2010-05-12,8,576,Churned
17016,Europe,25-34,Male,2010-05-12,1,576,Churned
17484,Europe,55+,Male,2010-05-12,2,576,Churned
12549,North America,35-44,Female,2010-05-13,5,575,Churned
12894,Europe,25-34,Male,2010-05-13,1,575,Churned
15470,Europe,25-34,Female,2010-05-13,1,575,Churned
16088,Europe,35-44,Male,2010-05-13,2,575,Churned
18197,Europe,55+,Male,2010-05-13,1,575,Churned
17113,Europe,35-44,Male,2010-05-14,6,574,Churned
12806,Europe,35-44,Female,2010-05-16,2,572,Churned
14982,Europe,45-54,Male,2010-05-16,1,572,Churned
16507,Europe,18-24,Female,2010-05-16,1,572,Churned
16922,Europe,18-24,Male,2010-05-16,1,572,Churned
13432,Europe,35-44,Male,2010-05-17,2,571,Churned
14017,Europe,35-44,Female,2010-05-17,1,571,Churned
18157,Europe,45-54,Female,2010-05-17,1,571,Churned
15282,Europe,45-54,Female,2010-05-18,1,570,Churned
13164,Europe,45-54,Female,2010-05-19,2,569,Churned
14325,Europe,35-44,Female,2010-05-19,1,569,Churned
16564,Europe,25-34,Male,2010-05-19,1,569,Churned
16664,Europe,25-34,Female,2010-05-19,1,569,Churned
17184,Europe,35-44,Male,2010-05-19,2,569,Churned
13616,Europe,25-34,Male,2010-05-20,2,568,Churned
14464,Europe,18-24,Female,2010-05-20,2,568,Churned
15559,Europe,25-34,Female,2010-05-20,1,568,Churned
14010,Europe,25-34,Female,2010-05-23,2,565,Churned
18208,Europe,45-54,Male,2010-05-23,1,565,Churned
12773,Europe,45-54,Female,2010-05-24,1,564,Churned
14394,Europe,18-24,Female,2010-05-24,1,564,Churned
15086,Europe,35-44,Male,2010-05-24,2,564,Churned
16831,Europe,25-34,Female,2010-05-24,1,564,Churned
18000,Europe,35-44,Female,2010-05-24,1,564,Churned
18052,Europe,25-34,Female,2010-05-24,1,564,Churned
14993,Europe,35-44,Female,2010-05-25,1,563,Churned
15217,Europe,25-34,Female,2010-05-25,1,563,Churned
16328,Europe,55+,Female,2010-05-25,1,563,Churned
13020,Europe,25-34,Male,2010-05-26,2,562,Churned
