order_id,customer_id,order_date,status,channel,payment_method,shipping_region,discount_pct
489833,14980,2009-12-02,Delivered,Mobile App,PayPal,Europe,0.0
489834,14106,2009-12-02,Delivered,Website,Credit Card,Europe,0.05
489835,15061,2009-12-02,Delivered,Mobile App,PayPal,Europe,0.1
489837,14396,2009-12-02,Delivered,Website,Credit Card,Europe,0.0
489840,14122,2009-12-02,Delivered,Social Media,Debit Card,Europe,0.15
489855,16987,2009-12-02,Delivered,Website,Debit Card,Europe,0.0
489862,17809,2009-12-02,Delivered,Website,Credit Card,Europe,0.15
489863,15917,2009-12-02,Delivered,Website,Credit Card,Europe,0.0
489864,14987,2009-12-02,Delivered,Social Media,Credit Card,Europe,0.15
489865,14080,2009-12-02,Delivered,Social Media,Debit Card,Europe,0.1
489866,16200,2009-12-02,Delivered,Website,Bank Transfer,Europe,0.0
489868,15794,2009-12-02,Delivered,Mobile App,Debit Card,Europe,0.1
489869,16200,2009-12-02,Delivered,Email Campaign,PayPal,Europe,0.0
489870,15523,2009-12-02,Delivered,Mobile App,Credit Card,Europe,0.0
489871,15523,2009-12-02,Delivered,Mobile App,Credit Card,Europe,0.0
489872,15615,2009-12-02,Delivered,Website,Credit Card,Europe,0.0
489873,15615,2009-12-02,Delivered,Website,Credit Card,Europe,0.2
489874,18001,2009-12-02,Delivered,Social Media,Debit Card,Europe,0.0
489875,17841,2009-12-02,Delivered,Social Media,Bank Transfer,Europe,0.0
489876,15917,2009-12-02,Delivered,Mobile App,Debit Card,Europe,0.0
489877,13089,2009-12-02,Delivered,Website,Debit Card,Europe,0.2
489878,15989,2009-12-02,Delivered,Website,Credit Card,Europe,0.0
489879,17660,2009-12-02,Delivered,Mobile App,Credit Card,Europe,0.0
489880,13313,2009-12-02,Delivered,Social Media,Credit Card,Europe,0.05
489883,12437,2009-12-02,Delivered,Social Media,PayPal,Europe,0.15
489884,13313,2009-12-02,Delivered,Email Campaign,Debit Card,Europe,0.1
489888,14841,2009-12-02,Delivered,Mobile App,Credit Card,Europe,0.05
489889,14646,2009-12-02,Delivered,Website,Debit Card,Europe,0.0
489890,14646,2009-12-02,Delivered,Website,Debit Card,Europe,0.1
489891,15482,2009-12-02,Delivered,Social Media,Credit Card,Europe,0.1
489893,16156,2009-12-02,Delivered,Mobile App,PayPal,Europe,0.1
489894,17716,2009-12-02,Delivered,Website,PayPal,Europe,0.0
489895,12779,2009-12-03,Delivered,Website,Credit Card,Europe,0.0
489896,13611,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.0
489897,15255,2009-12-03,Delivered,Website,Credit Card,Europe,0.1
489900,14771,2009-12-03,Delivered,Website,PayPal,Europe,0.1
489902,14838,2009-12-03,Delivered,Mobile App,Bank Transfer,Europe,0.0
489904,13979,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.0
489905,13800,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.2
489906,14483,2009-12-03,Delivered,Website,Debit Card,Europe,0.0
489907,14915,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.05
489908,16301,2009-12-03,Delivered,Website,Credit Card,Europe,0.0
489909,13753,2009-12-03,Delivered,Website,PayPal,Europe,0.1
489910,15482,2009-12-03,Delivered,Email Campaign,Credit Card,Europe,0.0
489912,13931,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.05
489913,13931,2009-12-03,Delivered,Email Campaign,PayPal,Europe,0.05
489914,12921,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.1
489915,17035,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
489916,15194,2009-12-03,Delivered,Website,PayPal,Europe,0.05
489932,14347,2009-12-03,Delivered,Website,Bank Transfer,Europe,0.0
489935,12934,2009-12-03,Delivered,Website,Credit Card,Europe,0.2
489994,15291,2009-12-03,Delivered,Website,Debit Card,Europe,0.05
489996,17209,2009-12-03,Delivered,Referral,PayPal,Europe,0.1
489998,15658,2009-12-03,Delivered,Website,PayPal,Europe,0.0
489999,17314,2009-12-03,Delivered,Social Media,Credit Card,Europe,0.0
490000,17155,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490001,15965,2009-12-03,Delivered,Email Campaign,PayPal,Europe,0.0
490002,17322,2009-12-03,Delivered,Mobile App,Gift Card,Europe,0.0
490003,16159,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.0
490004,14051,2009-12-03,Delivered,Mobile App,Gift Card,Europe,0.0
490005,13993,2009-12-03,Delivered,Website,Debit Card,Europe,0.0
490006,17411,2009-12-03,Delivered,Mobile App,Bank Transfer,Europe,0.0
490008,15768,2009-12-03,Delivered,Website,PayPal,Europe,0.0
490009,12835,2009-12-03,Delivered,Website,Bank Transfer,Europe,0.1
490010,15061,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.1
490011,16918,2009-12-03,Delivered,Website,PayPal,Europe,0.0
490012,15179,2009-12-03,Delivered,Social Media,Credit Card,Europe,0.1
490013,17069,2009-12-03,Delivered,Social Media,Credit Card,Europe,0.1
490014,15466,2009-12-03,Delivered,Social Media,Debit Card,Europe,0.0
490017,14159,2009-12-03,Delivered,Website,Credit Card,Europe,0.05
490018,17940,2009-12-03,Delivered,Website,Credit Card,Europe,0.1
490019,17581,2009-12-03,Delivered,Social Media,Gift Card,Europe,0.05
490020,17581,2009-12-03,Delivered,Website,PayPal,Europe,0.0
490021,17581,2009-12-03,Delivered,Referral,Bank Transfer,Europe,0.0
490022,17581,2009-12-03,Delivered,Referral,Gift Card,Europe,0.0
490023,16168,2009-12-03,Delivered,Email Campaign,Debit Card,Europe,0.1
490024,14606,2009-12-03,Delivered,Website,Credit Card,Europe,0.05
490034,17287,2009-12-03,Delivered,Website,Credit Card,Europe,0.0
490045,17287,2009-12-03,Delivered,Email Campaign,Debit Card,Europe,0.0
490046,13416,2009-12-03,Delivered,Website,Debit Card,Europe,0.0
490047,17913,2009-12-03,Delivered,Website,Debit Card,Europe,0.0
490048,16779,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.0
490049,15794,2009-12-03,Delivered,Social Media,Credit Card,Europe,0.0
490050,17913,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.0
490052,13895,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490053,14057,2009-12-03,Delivered,Website,Bank Transfer,Europe,0.0
490054,17017,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.05
490056,13208,2009-12-03,Delivered,Referral,Debit Card,Europe,0.2
490057,17465,2009-12-03,Delivered,Website,Credit Card,Europe,0.15
490058,17465,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.1
490059,18102,2009-12-03,Delivered,Social Media,Credit Card,Europe,0.1
490060,13468,2009-12-03,Delivered,Email Campaign,Credit Card,Europe,0.05
490061,18102,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.0
490062,13485,2009-12-03,Delivered,Mobile App,Bank Transfer,Europe,0.0
490063,17271,2009-12-03,Delivered,Website,Bank Transfer,Europe,0.0
490064,16139,2009-12-03,Delivered,Website,Credit Card,Europe,0.05
490065,15061,2009-12-03,Delivered,Email Campaign,PayPal,Europe,0.0
490066,15953,2009-12-03,Delivered,Email Campaign,Credit Card,Europe,0.0
490067,15856,2009-12-03,Delivered,Email Campaign,Credit Card,Europe,0.05
490068,13085,2009-12-03,Delivered,Social Media,Debit Card,Europe,0.0
490069,13085,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490070,14967,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.1
490071,16497,2009-12-03,Delivered,Email Campaign,Bank Transfer,Europe,0.0
490072,17764,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490073,14905,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490075,18229,2009-12-03,Delivered,Email Campaign,Debit Card,Europe,0.05
490077,17293,2009-12-03,Delivered,Social Media,Debit Card,Europe,0.0
490078,17853,2009-12-03,Delivered,Website,Bank Transfer,Europe,0.1
490079,15550,2009-12-03,Delivered,Website,Bank Transfer,Europe,0.0
490080,13531,2009-12-03,Delivered,Website,PayPal,Europe,0.0
490081,13786,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490082,14952,2009-12-03,Delivered,Website,PayPal,Europe,0.05
490083,14031,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.1
490085,12937,2009-12-03,Delivered,Mobile App,Gift Card,Europe,0.0
490086,17949,2009-12-03,Delivered,Website,Credit Card,Europe,0.0
490087,15601,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.0
490088,15581,2009-12-03,Delivered,Website,Credit Card,Europe,0.15
490089,17949,2009-12-03,Delivered,Website,Debit Card,Europe,0.0
490090,15581,2009-12-03,Delivered,Email Campaign,PayPal,Europe,0.05
490091,17949,2009-12-03,Delivered,Website,PayPal,Europe,0.0
490092,16612,2009-12-03,Delivered,Website,PayPal,Europe,0.05
490093,12949,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.15
490094,17949,2009-12-03,Delivered,Email Campaign,Credit Card,Europe,0.05
490095,14958,2009-12-03,Delivered,Website,Bank Transfer,Europe,0.15
490097,17329,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.05
490099,16736,2009-12-03,Delivered,Website,Credit Card,Europe,0.2
490100,13001,2009-12-03,Delivered,Website,PayPal,Europe,0.05
490101,14644,2009-12-03,Delivered,Mobile App,Gift Card,Europe,0.05
490106,14898,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.1
490107,14662,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490108,17414,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.0
490109,14755,2009-12-03,Delivered,Referral,Credit Card,Europe,0.0
490110,14755,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.0
490111,17576,2009-12-03,Delivered,Website,Debit Card,Europe,0.15
490112,13037,2009-12-03,Delivered,Email Campaign,Bank Transfer,Europe,0.0
490113,14710,2009-12-03,Delivered,Website,Debit Card,Europe,0.0
490114,18168,2009-12-03,Delivered,Website,Credit Card,Europe,0.0
490115,17679,2009-12-03,Delivered,Website,PayPal,Europe,0.05
490116,17679,2009-12-03,Delivered,Website,Credit Card,Europe,0.1
490118,17851,2009-12-03,Delivered,Referral,Credit Card,Europe,0.05
490119,12931,2009-12-03,Delivered,Email Campaign,Debit Card,Europe,0.1
490121,14750,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490124,16791,2009-12-03,Delivered,Website,Gift Card,Europe,0.2
490125,16558,2009-12-03,Delivered,Website,Debit Card,Europe,0.0
490127,14156,2009-12-03,Delivered,Website,PayPal,Europe,0.0
490128,15884,2009-12-03,Delivered,Website,Credit Card,Europe,0.1
490132,17343,2009-12-03,Delivered,Mobile App,PayPal,Europe,0.0
490134,17372,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.1
490135,16003,2009-12-03,Delivered,Mobile App,Debit Card,Europe,0.0
490136,17432,2009-12-03,Delivered,Website,Gift Card,Europe,0.0
490137,14713,2009-12-03,Delivered,Social Media,Debit Card,Europe,0.0
490138,16722,2009-12-03,Delivered,Email Campaign,PayPal,Europe,0.1
490139,12577,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490140,12872,2009-12-03,Delivered,Mobile App,Credit Card,Europe,0.0
490141,15755,2009-12-04,Delivered,Website,Bank Transfer,Europe,0.1
490142,14258,2009-12-04,Delivered,Website,PayPal,Europe,0.1
490143,14286,2009-12-04,Delivered,Website,Debit Card,Europe,0.0
490144,13154,2009-12-04,Delivered,Email Campaign,Bank Transfer,Europe,0.0
490145,14564,2009-12-04,Delivered,Website,Debit Card,Europe,0.1
490147,13408,2009-12-04,Delivered,Website,Debit Card,Europe,0.0
490151,16645,2009-12-04,Delivered,Website,Debit Card,Europe,0.2
490152,12714,2009-12-04,Delivered,Website,Debit Card,Europe,0.0
490154,16335,2009-12-04,Delivered,Email Campaign,Credit Card,Europe,0.0
490156,13093,2009-12-04,Delivered,Mobile App,Debit Card,Europe,0.0
490157,16736,2009-12-04,Delivered,Mobile App,Gift Card,Europe,0.0
490158,12759,2009-12-04,Delivered,Website,Credit Card,Europe,0.1
490159,13666,2009-12-04,Delivered,Mobile App,Credit Card,Europe,0.05
490160,13777,2009-12-04,Delivered,Mobile App,Credit Card,Europe,0.0
490161,17160,2009-12-04,Delivered,Website,Credit Card,Europe,0.15
490162,13946,2009-12-04,Delivered,Website,Debit Card,Europe,0.1
490163,14723,2009-12-04,Delivered,Website,Credit Card,Europe,0.0
490164,14961,2009-12-04,Delivered,Mobile App,Debit Card,Europe,0.0
490166,14735,2009-12-04,Delivered,Mobile App,Debit Card,Europe,0.0
490167,18061,2009-12-04,Delivered,Website,PayPal,Europe,0.05
490171,15581,2009-12-04,Delivered,Website,Gift Card,Europe,0.05
490202,15078,2009-12-04,Delivered,Mobile App,Debit Card,Europe,0.0
490209,17389,2009-12-04,Delivered,Mobile App,Credit Card,Europe,0.1
490212,16883,2009-12-04,Delivered,Email Campaign,Credit Card,Europe,0.2
490214,13175,2009-12-04,Delivered,Mobile App,PayPal,Europe,0.05
490218,17076,2009-12-04,Delivered,Website,PayPal,Europe,0.05
490219,13948,2009-12-04,Delivered,Website,Credit Card,Europe,0.0
490229,18223,2009-12-04,Delivered,Mobile App,Credit Card,Europe,0.0
490247,16192,2009-12-04,Delivered,Website,PayPal,Europe,0.2
490258,15999,2009-12-04,Delivered,Mobile App,Debit Card,Europe,0.1
490266,15109,2009-12-04,Delivered,Social Media,Debit Card,Europe,0.05
490272,14680,2009-12-04,Delivered,Mobile App,Credit Card,Europe,0.0
490277,18092,2009-12-04,Delivered,Website,Debit Card,Europe,0.1
490279,16891,2009-12-04,Delivered,Mobile App,PayPal,Europe,0.05
490281,13481,2009-12-04,Delivered,Mobile App,Bank Transfer,Europe,0.05
490282,13807,2009-12-04,Delivered,Mobile App,PayPal,Europe,0.05
490284,14979,2009-12-04,Delivered,Social Media,Debit Card,Europe,0.15
490285,16656,2009-12-04,Delivered,Website,PayPal,Europe,0.0
490286,14527,2009-12-04,Delivered,Referral,Debit Card,Europe,0.0
490287,16746,2009-12-04,Delivered,Social Media,Credit Card,Europe,0.15
490288,17157,2009-12-04,Delivered,Website,Bank Transfer,Europe,0.0
490289,15309,2009-12-04,Delivered,Website,Debit Card,Europe,0.15
490290,16325,2009-12-04,Delivered,Website,Debit Card,Europe,0.0
490291,16541,2009-12-04,Delivered,Website,Gift Card,Europe,0.1
490292,16723,2009-12-04,Delivered,Website,Gift Card,Europe,0.15
490293,16699,2009-12-04,Delivered,Mobile App,Debit Card,Europe,0.05
490294,16710,2009-12-04,Delivered,Website,Credit Card,Europe,0.05
490295,12510,2009-12-04,Delivered,Website,Debit Card,Europe,0.0
490297,13162,2009-12-04,Delivered,Email Campaign,Bank Transfer,Europe,0.0
490298,15382,2009-12-04,Delivered,Website,Credit Card,Europe,0.15
490299,13680,2009-12-04,Delivered,Email Campaign,Gift Card,Europe,0.1
490300,12970,2009-12-04,Delivered,Website,Credit Card,Europe,0.0
